ContigName	Description
jgi|Nemve1|238471|estExt_fgenesh1_pg.C_60017	"Glycerol-3-phosphate acyltransferase 1, mitochondrial"
jgi|Nemve1|238475|estExt_fgenesh1_pg.C_60026	No_Description
jgi|Nemve1|238481|estExt_fgenesh1_pg.C_60044	Rho GTPase-activating protein 19
jgi|Nemve1|238485|estExt_fgenesh1_pg.C_60054	Enolase 4
jgi|Nemve1|238488|estExt_fgenesh1_pg.C_60059	No_description
jgi|Nemve1|238489|estExt_fgenesh1_pg.C_60060	Eukaryotic translation initiation factor 2-alpha kinase 3
jgi|Nemve1|238491|estExt_fgenesh1_pg.C_60062	Sideroflexin-1
jgi|Nemve1|238498|estExt_fgenesh1_pg.C_60069	No_Description
jgi|Nemve1|238501|estExt_fgenesh1_pg.C_60075	Probable serine incorporator
jgi|Nemve1|238509|estExt_fgenesh1_pg.C_60086	No_Description
jgi|Nemve1|238513|estExt_fgenesh1_pg.C_60092	T-complex protein 1 subunit eta
jgi|Nemve1|238515|estExt_fgenesh1_pg.C_60094	CUB domain-containing protein 2
jgi|Nemve1|238521|estExt_fgenesh1_pg.C_60105	Non-structural maintenance of chromosomes element 4 homolog A
jgi|Nemve1|238522|estExt_fgenesh1_pg.C_60106	HEAT repeat-containing protein 4
jgi|Nemve1|238525|estExt_fgenesh1_pg.C_60110	No_Description
jgi|Nemve1|238527|estExt_fgenesh1_pg.C_60112	tRNA (guanine(26)-N(2))-dimethyltransferase
jgi|Nemve1|238528|estExt_fgenesh1_pg.C_60114	Uncharacterized protein C3orf67 homolog
jgi|Nemve1|238530|estExt_fgenesh1_pg.C_60116	RRP15-like protein
jgi|Nemve1|238533|estExt_fgenesh1_pg.C_60123	TATA box-binding protein-associated factor RNA polymerase I subunit B
jgi|Nemve1|238540|estExt_fgenesh1_pg.C_60132	Small nuclear ribonucleoprotein G
jgi|Nemve1|238549|estExt_fgenesh1_pg.C_60147	No_Description
jgi|Nemve1|238552|estExt_fgenesh1_pg.C_60151	Microsomal glutathione S-transferase 1
jgi|Nemve1|238554|estExt_fgenesh1_pg.C_60157	Methionine synthase {ECO:0000255|HAMAP-Rule:MF_00288}
jgi|Nemve1|238555|estExt_fgenesh1_pg.C_60159	RING finger protein 141
jgi|Nemve1|238559|estExt_fgenesh1_pg.C_60164	Myc protein
jgi|Nemve1|238560|estExt_fgenesh1_pg.C_60167	Uncharacterized WD repeat-containing protein alr2800
jgi|Nemve1|238568|estExt_fgenesh1_pg.C_60178	Protein FAM166B
jgi|Nemve1|238573|estExt_fgenesh1_pg.C_60184	No_Description
jgi|Nemve1|238575|estExt_fgenesh1_pg.C_60188	Putative keratin-associated protein 10-like ENSP00000375147 {ECO:0000313|EMBL:KKF13335.1}
jgi|Nemve1|238576|estExt_fgenesh1_pg.C_60190	Uncharacterized protein {ECO:0000313|EMBL:JAT01991.1}
jgi|Nemve1|238581|estExt_fgenesh1_pg.C_60206	UPF0577 protein KIAA1324-like
jgi|Nemve1|238584|estExt_fgenesh1_pg.C_60211	No_description
jgi|Nemve1|238589|estExt_fgenesh1_pg.C_60220	Transcription factor AP-1
jgi|Nemve1|238590|estExt_fgenesh1_pg.C_60221	MutS protein homolog 5
jgi|Nemve1|238593|estExt_fgenesh1_pg.C_60224	Endoplasmic reticulum metallopeptidase 1 {ECO:0000305}
jgi|Nemve1|238595|estExt_fgenesh1_pg.C_70004	WD repeat-containing protein 26
jgi|Nemve1|238599|estExt_fgenesh1_pg.C_70009	No_description
jgi|Nemve1|238606|estExt_fgenesh1_pg.C_70022	Pterin-4-alpha-carbinolamine dehydratase
jgi|Nemve1|238608|estExt_fgenesh1_pg.C_70024	DNA replication licensing factor mcm5-A
jgi|Nemve1|238609|estExt_fgenesh1_pg.C_70026	No_description
jgi|Nemve1|238610|estExt_fgenesh1_pg.C_70029	Cytochrome c oxidase protein 20 homolog
jgi|Nemve1|238613|estExt_fgenesh1_pg.C_70035	MGC86518-like protein {ECO:0000313|EMBL:JAQ56752.1}
jgi|Nemve1|238618|estExt_fgenesh1_pg.C_70044	Protein salvador homolog 1
jgi|Nemve1|238620|estExt_fgenesh1_pg.C_70049	Uncharacterized protein {ECO:0000313|Ensembl:ENSCINP00000020050}
jgi|Nemve1|238629|estExt_fgenesh1_pg.C_70062	StAR-related lipid transfer protein 9
jgi|Nemve1|238632|estExt_fgenesh1_pg.C_70067	F-box/LRR-repeat protein 7
jgi|Nemve1|238634|estExt_fgenesh1_pg.C_70080	DNA helicase INO80
jgi|Nemve1|238636|estExt_fgenesh1_pg.C_70083	Proteasome subunit alpha type-6
jgi|Nemve1|238638|estExt_fgenesh1_pg.C_70085	Protein FAM177A1
jgi|Nemve1|238639|estExt_fgenesh1_pg.C_70087	Gelation factor
jgi|Nemve1|23863|gw.301.22.1	Vesicular inhibitory amino acid transporter
jgi|Nemve1|238641|estExt_fgenesh1_pg.C_70089	Cadherin-24
jgi|Nemve1|238642|estExt_fgenesh1_pg.C_70092	Uncharacterized protein {ECO:0000313|EMBL:GAI19731.1}
jgi|Nemve1|238651|estExt_fgenesh1_pg.C_70110	N-alpha-acetyltransferase 30
jgi|Nemve1|238653|estExt_fgenesh1_pg.C_70112	No_Description
jgi|Nemve1|238654|estExt_fgenesh1_pg.C_70113	"Uncharacterized protein {ECO:0000313|EMBL:EOD36157.1, ECO:0000313|EnsemblProtists:EOD36157}"
jgi|Nemve1|238655|estExt_fgenesh1_pg.C_70114	Flagellar hook-length control protein {ECO:0000313|EMBL:ACD97004.1}
jgi|Nemve1|238661|estExt_fgenesh1_pg.C_70121	Brain-enriched guanylate kinase-associated protein
jgi|Nemve1|238666|estExt_fgenesh1_pg.C_70130	Uncharacterized protein {ECO:0000313|EMBL:EGT31389.1}
jgi|Nemve1|238668|estExt_fgenesh1_pg.C_70136	Protein FAM26F
jgi|Nemve1|238669|estExt_fgenesh1_pg.C_70144	Periostin
jgi|Nemve1|238672|estExt_fgenesh1_pg.C_70152	Mis18-binding protein 1
jgi|Nemve1|238673|estExt_fgenesh1_pg.C_70154	Polypeptide N-acetylgalactosaminyltransferase 2
jgi|Nemve1|238674|estExt_fgenesh1_pg.C_70156	Poly(3-hydroxybutyrate) depolymerase {ECO:0000313|EMBL:KOX07992.1}
jgi|Nemve1|238677|estExt_fgenesh1_pg.C_70161	Cell death regulator Aven
jgi|Nemve1|238678|estExt_fgenesh1_pg.C_70164	Monocarboxylate transporter 8
jgi|Nemve1|238689|estExt_fgenesh1_pg.C_70187	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"
jgi|Nemve1|238693|estExt_fgenesh1_pg.C_70192	Zinc finger protein 318
jgi|Nemve1|238694|estExt_fgenesh1_pg.C_70193	Uncharacterized protein {ECO:0000313|EMBL:CEK97717.1}
jgi|Nemve1|238695|estExt_fgenesh1_pg.C_70195	Cannabinoid receptor type 1A
jgi|Nemve1|238696|estExt_fgenesh1_pg.C_70197	Neutral alpha-glucosidase AB
jgi|Nemve1|238699|estExt_fgenesh1_pg.C_70208	Octopamine receptor beta-3R
jgi|Nemve1|238702|estExt_fgenesh1_pg.C_70211	L-rhamnose mutarotase {ECO:0000255|HAMAP-Rule:MF_01663}
jgi|Nemve1|238704|estExt_fgenesh1_pg.C_70213	"39S ribosomal protein L4, mitochondrial"
jgi|Nemve1|238705|estExt_fgenesh1_pg.C_70214	Hydrolethalus syndrome protein 1 homolog
jgi|Nemve1|238706|estExt_fgenesh1_pg.C_70215	Ribonuclease Oy
jgi|Nemve1|238707|estExt_fgenesh1_pg.C_70217	Probable alpha-ketoglutarate-dependent hypophosphite dioxygenase
jgi|Nemve1|238717|estExt_fgenesh1_pg.C_70238	WD repeat and SOCS box-containing protein 1
jgi|Nemve1|238722|estExt_fgenesh1_pg.C_80004	No_Description
jgi|Nemve1|238724|estExt_fgenesh1_pg.C_80006	AAC-rich mRNA clone AAC4 protein
jgi|Nemve1|238725|estExt_fgenesh1_pg.C_80011	Methyltransferase-like protein 13
jgi|Nemve1|238729|estExt_fgenesh1_pg.C_80017	Thyrotropin receptor
jgi|Nemve1|238733|estExt_fgenesh1_pg.C_80026	ADP-ribosylation factor 4
jgi|Nemve1|238736|estExt_fgenesh1_pg.C_80029	Adhesion G-protein coupled receptor G6
jgi|Nemve1|238737|estExt_fgenesh1_pg.C_80030	NADH-cytochrome b5 reductase-like
jgi|Nemve1|238741|estExt_fgenesh1_pg.C_80047	Delphilin
jgi|Nemve1|238751|estExt_fgenesh1_pg.C_80070	Ankyrin repeat and fibronectin type-III domain-containing protein 1 {ECO:0000313|EMBL:CDG68719.1}
jgi|Nemve1|238752|estExt_fgenesh1_pg.C_80071	Guanine nucleotide-binding protein subunit gamma-e
jgi|Nemve1|238754|estExt_fgenesh1_pg.C_80074	"Protoheme IX farnesyltransferase, mitochondrial"
jgi|Nemve1|238755|estExt_fgenesh1_pg.C_80075	Vacuolar fusion protein CCZ1 homolog
jgi|Nemve1|238758|estExt_fgenesh1_pg.C_80081	No_Description
jgi|Nemve1|238760|estExt_fgenesh1_pg.C_80084	No_Description
jgi|Nemve1|238768|estExt_fgenesh1_pg.C_80095	Rhomboid family member 1 {ECO:0000313|EMBL:KYQ47644.1}
jgi|Nemve1|238775|estExt_fgenesh1_pg.C_80106	F-box protein At1g78280
jgi|Nemve1|238776|estExt_fgenesh1_pg.C_80107	Glucose-dependent insulinotropic receptor
jgi|Nemve1|238777|estExt_fgenesh1_pg.C_80108	TNF receptor-associated factor 5
jgi|Nemve1|238778|estExt_fgenesh1_pg.C_80109	No_Description
jgi|Nemve1|238779|estExt_fgenesh1_pg.C_80117	No_Description
jgi|Nemve1|238783|estExt_fgenesh1_pg.C_80122	Glycogenin-1
jgi|Nemve1|238787|estExt_fgenesh1_pg.C_80160	Src kinase-associated phosphoprotein 2
jgi|Nemve1|238788|estExt_fgenesh1_pg.C_80161	"Pentatricopeptide repeat-containing protein 1, mitochondrial"
jgi|Nemve1|238789|estExt_fgenesh1_pg.C_80164	Chromobox protein homolog 2
jgi|Nemve1|238791|estExt_fgenesh1_pg.C_80173	Uncharacterized protein {ECO:0000313|EMBL:EXX62567.1}
jgi|Nemve1|238792|estExt_fgenesh1_pg.C_80174	Uncharacterized protein {ECO:0000313|EMBL:EXX62567.1}
jgi|Nemve1|238793|estExt_fgenesh1_pg.C_80177	Myosin-M heavy chain
jgi|Nemve1|238795|estExt_fgenesh1_pg.C_80188	Glycine betaine/proline betaine transporter BetS {ECO:0000303|PubMed:11976294}
jgi|Nemve1|238796|estExt_fgenesh1_pg.C_80193	Glycine betaine transporter {ECO:0000303|PubMed:21567174}
jgi|Nemve1|238804|estExt_fgenesh1_pg.C_80203	Unnamed product {ECO:0000313|EMBL:CEF96833.1}
jgi|Nemve1|238805|estExt_fgenesh1_pg.C_80209	No_Description
jgi|Nemve1|238806|estExt_fgenesh1_pg.C_80211	No_Description
jgi|Nemve1|238811|estExt_fgenesh1_pg.C_80221	Cerebellar degeneration-related protein 2-like
jgi|Nemve1|238813|estExt_fgenesh1_pg.C_80223	No_Description
jgi|Nemve1|238814|estExt_fgenesh1_pg.C_80224	TLD domain-containing protein 1
jgi|Nemve1|238816|estExt_fgenesh1_pg.C_80227	Uncharacterized protein {ECO:0000313|EMBL:CBN79542.1}
jgi|Nemve1|238817|estExt_fgenesh1_pg.C_80228	No_Description
jgi|Nemve1|238818|estExt_fgenesh1_pg.C_80229	Uncharacterized protein {ECO:0000313|EMBL:CBN79542.1}
jgi|Nemve1|238821|estExt_fgenesh1_pg.C_80235	Protein chibby homolog 1
jgi|Nemve1|238822|estExt_fgenesh1_pg.C_80236	Uncharacterized protein {ECO:0000313|EMBL:EEN63187.1}
jgi|Nemve1|238825|estExt_fgenesh1_pg.C_80240	Uncharacterized protein C7orf50 homolog
jgi|Nemve1|238827|estExt_fgenesh1_pg.C_80243	Phosphatidylethanolamine-binding protein homolog F40A3.3
jgi|Nemve1|238833|estExt_fgenesh1_pg.C_80251	Putative RNA-binding protein Luc7-like 2
jgi|Nemve1|238834|estExt_fgenesh1_pg.C_90003	Fukutin
jgi|Nemve1|238848|estExt_fgenesh1_pg.C_90036	Sentrin-specific protease 8
jgi|Nemve1|238849|estExt_fgenesh1_pg.C_90037	Ataxin-7-like protein 2
jgi|Nemve1|238852|estExt_fgenesh1_pg.C_90040	Ras-related protein Rab-7L1
jgi|Nemve1|238853|estExt_fgenesh1_pg.C_90045	Multidrug resistance-associated protein 9
jgi|Nemve1|238856|estExt_fgenesh1_pg.C_90049	Quinone oxidoreductase-like protein 2 homolog
jgi|Nemve1|238857|estExt_fgenesh1_pg.C_90050	G patch domain and KOW motifs-containing protein
jgi|Nemve1|238858|estExt_fgenesh1_pg.C_90051	Leucine-rich repeats and immunoglobulin-like domains protein 3
jgi|Nemve1|238863|estExt_fgenesh1_pg.C_90062	Cartilage matrix protein
jgi|Nemve1|238864|estExt_fgenesh1_pg.C_90066	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_001482-tr}
jgi|Nemve1|238865|estExt_fgenesh1_pg.C_90076	RNA-binding protein 5
jgi|Nemve1|238873|estExt_fgenesh1_pg.C_90087	No_Description
jgi|Nemve1|238875|estExt_fgenesh1_pg.C_90090	Uncharacterized protein {ECO:0000313|EMBL:CDI82070.1}
jgi|Nemve1|238876|estExt_fgenesh1_pg.C_90093	Kelch-like protein 20
jgi|Nemve1|238879|estExt_fgenesh1_pg.C_90096	Protein btn-1
jgi|Nemve1|238885|estExt_fgenesh1_pg.C_90108	Transmembrane prolyl 4-hydroxylase
jgi|Nemve1|238886|estExt_fgenesh1_pg.C_90109	Transmembrane prolyl 4-hydroxylase
jgi|Nemve1|238889|estExt_fgenesh1_pg.C_90114	Thrombospondin-2 {ECO:0000313|EMBL:KII66131.1}
jgi|Nemve1|238893|estExt_fgenesh1_pg.C_90126	"Steroid 17-alpha-hydroxylase/17,20 lyase"
jgi|Nemve1|238894|estExt_fgenesh1_pg.C_90133	VWFA and cache domain-containing protein 1
jgi|Nemve1|238896|estExt_fgenesh1_pg.C_90138	uncharacterized protein LOC106151939 {ECO:0000313|RefSeq:XP_013380834.1}
jgi|Nemve1|238897|estExt_fgenesh1_pg.C_90139	Migration and invasion-inhibitory protein
jgi|Nemve1|238899|estExt_fgenesh1_pg.C_90141	Uncharacterized protein C1orf87
jgi|Nemve1|238900|estExt_fgenesh1_pg.C_90144	Importin-13
jgi|Nemve1|238903|estExt_fgenesh1_pg.C_90149	G-protein coupled receptor 143
jgi|Nemve1|238906|estExt_fgenesh1_pg.C_90156	Kelch domain-containing protein 3
jgi|Nemve1|238907|estExt_fgenesh1_pg.C_90157	Calcium homeostasis endoplasmic reticulum protein
jgi|Nemve1|238909|estExt_fgenesh1_pg.C_90160	Battenin
jgi|Nemve1|238911|estExt_fgenesh1_pg.C_90163	No_Description
jgi|Nemve1|238912|estExt_fgenesh1_pg.C_90169	Coadhesin {ECO:0000303|PubMed:23765379}
jgi|Nemve1|238915|estExt_fgenesh1_pg.C_90181	Uncharacterized methyltransferase C25B8.09
jgi|Nemve1|238927|estExt_fgenesh1_pg.C_100022	Substance-K receptor
jgi|Nemve1|238928|estExt_fgenesh1_pg.C_100023	Neuropeptide FF receptor 2
jgi|Nemve1|238931|estExt_fgenesh1_pg.C_100026	Ras-related protein Rab-26
jgi|Nemve1|238932|estExt_fgenesh1_pg.C_100031	RNA polymerase I-specific transcription initiation factor RRN3
jgi|Nemve1|238935|estExt_fgenesh1_pg.C_100035	Protein alan shepard
jgi|Nemve1|238937|estExt_fgenesh1_pg.C_100037	No_Description
jgi|Nemve1|238939|estExt_fgenesh1_pg.C_100040	Kelch-like protein 7
jgi|Nemve1|238941|estExt_fgenesh1_pg.C_100042	LYR motif-containing protein 1
jgi|Nemve1|238942|estExt_fgenesh1_pg.C_100044	MICAL-like protein 2
jgi|Nemve1|238943|estExt_fgenesh1_pg.C_100045	Lysine-rich nucleolar protein 1
jgi|Nemve1|238949|estExt_fgenesh1_pg.C_100057	Coiled-coil domain-containing protein 137
jgi|Nemve1|238950|estExt_fgenesh1_pg.C_100060	AP-5 complex subunit zeta-1
jgi|Nemve1|238957|estExt_fgenesh1_pg.C_100078	Glycine betaine/proline betaine transporter BetS {ECO:0000303|PubMed:11976294}
jgi|Nemve1|238958|estExt_fgenesh1_pg.C_100080	Uncharacterized transporter HI_1706
jgi|Nemve1|238959|estExt_fgenesh1_pg.C_100085	Glycerophosphodiester phosphodiesterase 1
jgi|Nemve1|238961|estExt_fgenesh1_pg.C_100089	No_Description
jgi|Nemve1|238963|estExt_fgenesh1_pg.C_100095	Probable thiopurine S-methyltransferase
jgi|Nemve1|238965|estExt_fgenesh1_pg.C_100100	No_Description
jgi|Nemve1|238966|estExt_fgenesh1_pg.C_100111	Phosphoribosyl pyrophosphate synthase-associated protein 2
jgi|Nemve1|238967|estExt_fgenesh1_pg.C_100115	Gamma-glutamyl hydrolase A
jgi|Nemve1|238968|estExt_fgenesh1_pg.C_100118	Aryl hydrocarbon receptor
jgi|Nemve1|238969|estExt_fgenesh1_pg.C_100121	Polycystin-2
jgi|Nemve1|238971|estExt_fgenesh1_pg.C_100125	Kelch domain-containing protein 9
jgi|Nemve1|238978|estExt_fgenesh1_pg.C_100136	Protein Njmu-R1
jgi|Nemve1|238986|estExt_fgenesh1_pg.C_100158	No_Description
jgi|Nemve1|238992|estExt_fgenesh1_pg.C_100167	Pleckstrin homology domain-containing family H member 1
jgi|Nemve1|238996|estExt_fgenesh1_pg.C_100171	Mediator of RNA polymerase II transcription subunit 11
jgi|Nemve1|238998|estExt_fgenesh1_pg.C_100177	No_Description
jgi|Nemve1|238999|estExt_fgenesh1_pg.C_110001	"DNA-directed RNA polymerase, mitochondrial"
jgi|Nemve1|239007|estExt_fgenesh1_pg.C_110011	Uncharacterized protein {ECO:0000313|EMBL:EEN69988.1}
jgi|Nemve1|239008|estExt_fgenesh1_pg.C_110016	Ornithine decarboxylase antizyme 1
jgi|Nemve1|23900|gw.52.82.1	Tolloid-like protein 2
jgi|Nemve1|239011|estExt_fgenesh1_pg.C_110022	Protein phosphatase 1 regulatory subunit 12C
jgi|Nemve1|239013|estExt_fgenesh1_pg.C_110025	No_Description
jgi|Nemve1|239017|estExt_fgenesh1_pg.C_110032	Protein FAM13A
jgi|Nemve1|239018|estExt_fgenesh1_pg.C_110033	Protein FAM13A
jgi|Nemve1|239023|estExt_fgenesh1_pg.C_110040	Espin
jgi|Nemve1|239025|estExt_fgenesh1_pg.C_110046	Aggrecan core protein
jgi|Nemve1|239031|estExt_fgenesh1_pg.C_110054	Aerolysin
jgi|Nemve1|239035|estExt_fgenesh1_pg.C_110059	CUB domain-containing protein 2
jgi|Nemve1|239037|estExt_fgenesh1_pg.C_110067	Transmembrane protein 177
jgi|Nemve1|239042|estExt_fgenesh1_pg.C_110078	Serine protease 23
jgi|Nemve1|239043|estExt_fgenesh1_pg.C_110080	MAM and LDL-receptor class A domain-containing protein 2
jgi|Nemve1|239044|estExt_fgenesh1_pg.C_110083	Putative neutral sphingomyelinase
jgi|Nemve1|239047|estExt_fgenesh1_pg.C_110093	Tyrosine-protein kinase Fer
jgi|Nemve1|239048|estExt_fgenesh1_pg.C_110094	Acid-sensing ion channel 4
jgi|Nemve1|239052|estExt_fgenesh1_pg.C_110106	UbiA prenyltransferase domain-containing protein 1
jgi|Nemve1|239055|estExt_fgenesh1_pg.C_110109	No_Description
jgi|Nemve1|239058|estExt_fgenesh1_pg.C_110116	Mitochondrial 2-oxoglutarate/malate carrier protein
jgi|Nemve1|239063|estExt_fgenesh1_pg.C_110127	No_Description
jgi|Nemve1|239067|estExt_fgenesh1_pg.C_110132	Exocyst complex component 8
jgi|Nemve1|239069|estExt_fgenesh1_pg.C_110134	Tetratricopeptide repeat protein 36 homolog
jgi|Nemve1|239070|estExt_fgenesh1_pg.C_110137	Coatomer subunit beta'
jgi|Nemve1|239074|estExt_fgenesh1_pg.C_110144	40S ribosomal protein S11
jgi|Nemve1|239077|estExt_fgenesh1_pg.C_110149	No_Description
jgi|Nemve1|239078|estExt_fgenesh1_pg.C_110150	Hemicentin-1 {ECO:0000312|MGI:MGI:2685047}
jgi|Nemve1|239079|estExt_fgenesh1_pg.C_110153	Death-associated protein kinase 1
jgi|Nemve1|239087|estExt_fgenesh1_pg.C_110176	Kynurenine formamidase {ECO:0000255|HAMAP-Rule:MF_01969}
jgi|Nemve1|239089|estExt_fgenesh1_pg.C_110179	"Leucine-, glutamate- and lysine-rich protein 1"
jgi|Nemve1|239103|estExt_fgenesh1_pg.C_120022	No_Description
jgi|Nemve1|239114|estExt_fgenesh1_pg.C_120036	C2 domain-containing protein 5
jgi|Nemve1|239118|estExt_fgenesh1_pg.C_120041	No_Description
jgi|Nemve1|239119|estExt_fgenesh1_pg.C_120042	No_Description
jgi|Nemve1|239120|estExt_fgenesh1_pg.C_120045	No_Description
jgi|Nemve1|239130|estExt_fgenesh1_pg.C_120063	Transcription factor Sox-21-B {ECO:0000303|PubMed:15037315}
jgi|Nemve1|239132|estExt_fgenesh1_pg.C_120070	Interferon-induced protein 44-like
jgi|Nemve1|239133|estExt_fgenesh1_pg.C_120071	BRISC complex subunit Abraxas 2 {ECO:0000250|UniProtKB:Q15018}
jgi|Nemve1|239136|estExt_fgenesh1_pg.C_120077	Coiled-coil domain-containing protein 142
jgi|Nemve1|239137|estExt_fgenesh1_pg.C_120078	Reactive oxygen species modulator 1
jgi|Nemve1|239144|estExt_fgenesh1_pg.C_120094	No_Description
jgi|Nemve1|239147|estExt_fgenesh1_pg.C_120097	No_Description
jgi|Nemve1|239148|estExt_fgenesh1_pg.C_120100	Protein FRA10AC1 homolog
jgi|Nemve1|239150|estExt_fgenesh1_pg.C_120107	No_Description
jgi|Nemve1|239153|estExt_fgenesh1_pg.C_120113	No_Description
jgi|Nemve1|239156|estExt_fgenesh1_pg.C_120118	Schlafen-like protein 1
jgi|Nemve1|239158|estExt_fgenesh1_pg.C_120124	Harmonin
jgi|Nemve1|239161|estExt_fgenesh1_pg.C_120127	40S ribosomal protein S10
jgi|Nemve1|239167|estExt_fgenesh1_pg.C_120143	No_Description
jgi|Nemve1|239169|estExt_fgenesh1_pg.C_120145	No_Description
jgi|Nemve1|239170|estExt_fgenesh1_pg.C_120148	Counting factor 60
jgi|Nemve1|239171|estExt_fgenesh1_pg.C_120150	Cytochrome c oxidase subunit 1
jgi|Nemve1|239175|estExt_fgenesh1_pg.C_120161	No_Description
jgi|Nemve1|239183|estExt_fgenesh1_pg.C_120174	Disrupted in renal carcinoma protein 2 homolog
jgi|Nemve1|239184|estExt_fgenesh1_pg.C_120175	No_Description
jgi|Nemve1|239186|estExt_fgenesh1_pg.C_120182	ER membrane protein complex subunit 6
jgi|Nemve1|239187|estExt_fgenesh1_pg.C_120184	No_Description
jgi|Nemve1|239193|estExt_fgenesh1_pg.C_120198	Coiled-coil domain-containing protein 15
jgi|Nemve1|239194|estExt_fgenesh1_pg.C_120199	Metallo-beta-lactamase domain-containing protein 2
jgi|Nemve1|239195|estExt_fgenesh1_pg.C_120200	Metallo-beta-lactamase domain-containing protein 2
jgi|Nemve1|239196|estExt_fgenesh1_pg.C_120201	Metallo-beta-lactamase domain-containing protein 2
jgi|Nemve1|239198|estExt_fgenesh1_pg.C_120203	No_Description
jgi|Nemve1|239199|estExt_fgenesh1_pg.C_120204	No_Description
jgi|Nemve1|23919|gw.115.36.1	SH3 domain-containing protein 19
jgi|Nemve1|239200|estExt_fgenesh1_pg.C_120205	18.2 kDa class I heat shock protein
jgi|Nemve1|239206|estExt_fgenesh1_pg.C_130003	Uncharacterized WD repeat-containing protein all2124
jgi|Nemve1|239209|estExt_fgenesh1_pg.C_130011	No_Description
jgi|Nemve1|239220|estExt_fgenesh1_pg.C_130025	RING finger protein 10
jgi|Nemve1|239221|estExt_fgenesh1_pg.C_130026	Putative zinc metalloproteinase C607.06c
jgi|Nemve1|239232|estExt_fgenesh1_pg.C_130048	No_Description
jgi|Nemve1|239233|estExt_fgenesh1_pg.C_130051	Mediator of RNA polymerase II transcription subunit 19
jgi|Nemve1|239234|estExt_fgenesh1_pg.C_130052	Septin-2
jgi|Nemve1|23923|gw.54.46.1	Carbonyl reductase [NADPH] 2
jgi|Nemve1|239245|estExt_fgenesh1_pg.C_130069	Intraflagellar transport protein 52 homolog
jgi|Nemve1|239246|estExt_fgenesh1_pg.C_130070	No_Description
jgi|Nemve1|239249|estExt_fgenesh1_pg.C_130073	No_Description
jgi|Nemve1|23924|gw.41.40.1	Coagulation factor V
jgi|Nemve1|239260|estExt_fgenesh1_pg.C_130093	Uncharacterized protein {ECO:0000313|VectorBase:AALF011566-PA}
jgi|Nemve1|239262|estExt_fgenesh1_pg.C_130098	Uncharacterized protein {ECO:0000313|EMBL:EKG17912.1}
jgi|Nemve1|239263|estExt_fgenesh1_pg.C_130099	No_Description
jgi|Nemve1|239264|estExt_fgenesh1_pg.C_130101	Eukaryotic translation initiation factor 3 subunit I {ECO:0000255|HAMAP-Rule:MF_03008}
jgi|Nemve1|239270|estExt_fgenesh1_pg.C_130108	No_Description
jgi|Nemve1|239271|estExt_fgenesh1_pg.C_130109	No_Description
jgi|Nemve1|239275|estExt_fgenesh1_pg.C_130117	pre-rRNA processing protein FTSJ3 {ECO:0000255|HAMAP-Rule:MF_03163}
jgi|Nemve1|239278|estExt_fgenesh1_pg.C_130120	Nuclear inhibitor of protein phosphatase 1
jgi|Nemve1|239279|estExt_fgenesh1_pg.C_130121	Non-structural maintenance of chromosomes element 1 homolog
jgi|Nemve1|239286|estExt_fgenesh1_pg.C_130133	Uncharacterized protein {ECO:0000313|EMBL:CAD79181.1}
jgi|Nemve1|239289|estExt_fgenesh1_pg.C_130136	"Muscle, skeletal receptor tyrosine protein kinase"
jgi|Nemve1|239291|estExt_fgenesh1_pg.C_130138	Cytochrome b-c1 complex subunit 9
jgi|Nemve1|239293|estExt_fgenesh1_pg.C_130140	Dentin sialophosphoprotein {ECO:0000313|EMBL:ABX82466.1}
jgi|Nemve1|239294|estExt_fgenesh1_pg.C_130141	Active breakpoint cluster region-related protein
jgi|Nemve1|239296|estExt_fgenesh1_pg.C_130147	Protein LIAT1 {ECO:0000305}
jgi|Nemve1|239297|estExt_fgenesh1_pg.C_130151	No_Description
